0.862827,0.078736,0.00777869,0.000439594,2.68195e-05,1.66624e-06,1.03985e-07,6.49664e-09,4.06003e-10,2.53737e-11,1.58451e-12,1.00586e-13,4.66294e-15,7.32747e-15,
0.0264633,0.00304821,4.96792e-05,6.98788e-07,1.06465e-08,1.65317e-10,2.5786e-12,3.95239e-14,1.55431e-15,1.33227e-15,1.55431e-15,1.77636e-15,8.21565e-15,1.55431e-15,
0.0490873,0.00192393,6.72908e-05,9.44143e-07,1.43758e-08,2.23179e-10,3.47189e-12,4.55191e-14,7.99361e-15,7.32747e-15,8.43769e-15,1.17684e-14,1.33227e-15,7.77156e-15,
0.0011753,3.78204e-05,1.08978e-07,3.82427e-10,1.46572e-12,1.55431e-14,8.88178e-15,8.88178e-15,7.32747e-15,8.43769e-15,1.17684e-14,1.11022e-15,7.77156e-15,8.65974e-15,
0.0014449,2.46408e-05,3.06981e-07,1.07204e-09,4.0834e-12,2.30926e-14,6.66134e-15,7.10543e-15,5.9952e-15,6.88338e-15,8.21565e-15,7.77156e-15,1.59872e-14,7.77156e-15,
1.90712e-05,2.11554e-07,1.27603e-10,1.04583e-13,7.10543e-15,6.66134e-15,7.10543e-15,5.9952e-15,6.88338e-15,8.21565e-15,7.77156e-15,1.59872e-14,7.77156e-15,5.32907e-15,
2.5995e-05,1.94224e-07,8.6482e-10,7.52953e-13,0,1.77636e-15,6.66134e-16,1.11022e-15,1.33227e-15,2.22045e-16,3.33067e-15,2.22045e-16,1.77636e-15,1.46549e-14,
1.69004e-07,6.75808e-10,9.17044e-14,6.66134e-16,1.77636e-15,6.66134e-16,1.11022e-15,1.33227e-15,2.22045e-16,3.33067e-15,2.22045e-16,1.77636e-15,1.46549e-14,2.77556e-14,
3.15612e-07,1.03734e-09,1.65423e-12,6.66134e-16,1.11022e-15,4.44089e-16,8.88178e-16,1.77636e-15,4.66294e-15,4.44089e-15,1.55431e-15,4.44089e-15,3.77476e-15,5.10703e-15,
9.60519e-10,1.40132e-12,2.22045e-16,1.11022e-15,4.44089e-16,8.88178e-16,1.77636e-15,4.66294e-15,4.44089e-15,1.55431e-15,4.44089e-15,3.77476e-15,5.10703e-15,1.26565e-14,
